StudentID,FirstName,LastName,University,Major,CGPA,Skills,LocationPreferences,SectorInterests,IsFromRuralArea,IsFromAspirational,SocialCategory,Gender,PastParticipation,ProjectDescription
1015,Yamini,Luthra,Mumbai University,Marketing,8.55,"Email Marketing,Social Media Marketing,SEO,Content Creation,Google Analytics","Mumbai,Bangalore","Manufacturing,Finance",FALSE,FALSE,ST,Male,FALSE,Libero consequuntur rem natus architecto excepturi. Dolores ratione fuga repudiandae accusantium. Praesentium dolor eius inventore voluptatibus.
1016,Vihaan,Khosla,Mumbai University,Mechanical Engineering,9.28,"SolidWorks,FEA,Thermodynamics,AutoCAD,3D Printing,MATLAB","Hyderabad,Chennai","Finance,Marketing",FALSE,TRUE,SC,Male,FALSE,Similique vel rerum aut. Nostrum dolores labore praesentium recusandae. Quisquam a quia nulla omnis porro.
1017,Falak,Barman,Pune University,Finance,7.06,"Tally,Statistics,Financial Modeling,Excel,Risk Analysis","Pune,Mumbai","Manufacturing,IT",TRUE,FALSE,SC,Male,FALSE,Sunt ratione rem et libero. Quo eos magni. Incidunt blanditiis unde minima.
1018,Dalaja,Hari,Mumbai University,Marketing,7.41,"Email Marketing,Content Creation,SEO","Bangalore,Mumbai","Healthcare,Manufacturing",FALSE,FALSE,GEN,Male,FALSE,Iure voluptatem laudantium nesciunt. Illo quas tempore consequuntur repellat nihil.
1019,Upma,Dave,VIT,Computer Science,9.75,"SQL,Cloud Computing,C++,Docker,Java,Node.js,Python","Hyderabad,Chennai","Manufacturing,Marketing",FALSE,FALSE,SC,Female,FALSE,Molestiae eos velit a itaque eveniet totam architecto. Ut consequatur soluta totam. Ipsum asperiores ullam sed.
1020,Diya,Patla,MIT,Finance,8.05,"Risk Analysis,Statistics,Tally,Excel","Delhi,Hyderabad","Marketing,Finance",FALSE,FALSE,GEN,Male,TRUE,Debitis consequatur id ad laudantium iure laboriosam. Assumenda ipsum sit dignissimos cupiditate.
1021,Sai,Dhillon,Pune University,Finance,7.36,"Tally,Risk Analysis,Financial Modeling,Statistics,Excel,QuickBooks","Mumbai,Delhi","Healthcare,Finance",FALSE,FALSE,ST,Female,FALSE,Quae quae earum illo cupiditate. Dignissimos nulla est ut officiis. Laborum deleniti nisi fugiat odit.
1022,Ekavir,Jhaveri,Mumbai University,Marketing,9.65,"Google Analytics,Content Creation,Social Media Marketing,SEO,Email Marketing","Chennai,Delhi","Finance,Healthcare",FALSE,FALSE,ST,Female,TRUE,Occaecati voluptatum iste culpa.
1023,Upasna,Char,MIT,Marketing,9.66,"SEO,Social Media Marketing,Email Marketing,Google Analytics,Content Creation","Bangalore,Delhi","Marketing,IT",FALSE,FALSE,SC,Male,FALSE,Temporibus labore commodi atque praesentium voluptas. Dolorum amet deleniti suscipit ducimus. Aspernatur optio ea qui odio. Minima aliquid incidunt libero illum.
1024,Nachiket,Manne,Delhi University,Marketing,7.31,"Social Media Marketing,Google Analytics,SEO","Pune,Mumbai","Manufacturing,Finance",TRUE,FALSE,SC,Male,FALSE,Mollitia facere alias minus officia libero. Illum velit cum atque ratione alias quos. Voluptates aut enim dolorum dolore nostrum qui expedita.
1025,Neelima,Dayal,MIT,Computer Science,8.64,"C++,SQL,Java,React,Cloud Computing","Bangalore,Mumbai","Healthcare,IT",FALSE,FALSE,GEN,Male,FALSE,Ipsa libero enim consequuntur eaque tempore animi. Est omnis minima illum cumque.
1026,Ekantika,Shanker,MIT,Mechanical Engineering,7.05,"FEA,3D Printing,AutoCAD,Thermodynamics,MATLAB","Pune,Hyderabad","Healthcare,Marketing",TRUE,FALSE,ST,Female,FALSE,Officia nobis corrupti iusto ratione exercitationem. Deserunt iusto qui molestias odit a dolorum. Excepturi laborum magni ratione hic quibusdam.
1027,Arya,Dhawan,VIT,Mechanical Engineering,6.66,"Thermodynamics,3D Printing,FEA,MATLAB,AutoCAD,SolidWorks","Bangalore,Pune","Finance,IT",FALSE,FALSE,SC,Male,FALSE,Labore commodi consequuntur.
1028,Ridhi,Yohannan,Mumbai University,Marketing,8.4,"Content Creation,Social Media Marketing,Email Marketing,Google Analytics,SEO","Chennai,Bangalore","IT,Manufacturing",FALSE,FALSE,GEN,Male,FALSE,Itaque at ullam modi perspiciatis iste distinctio. Ipsa praesentium doloremque ipsam aperiam vero. Atque consequuntur maxime culpa nesciunt.
1029,Dhriti,Gopal,VIT,Marketing,7.18,"SEO,Content Creation,Social Media Marketing,Email Marketing","Delhi,Pune","Healthcare,IT",FALSE,FALSE,OBC,Male,FALSE,Commodi esse pariatur exercitationem est doloremque. Laboriosam nemo reprehenderit voluptatum.
1030,Ridhi,Sharaf,Delhi University,Finance,7.89,"QuickBooks,Statistics,Tally,Risk Analysis,Excel,Financial Modeling","Hyderabad,Mumbai","Marketing,Manufacturing",FALSE,FALSE,GEN,Female,FALSE,Modi laboriosam molestias facilis hic dignissimos cumque. Eligendi sit doloribus.
1031,Timothy,Cherian,Pune University,Mechanical Engineering,9.69,"Thermodynamics,SolidWorks,FEA,AutoCAD","Bangalore,Pune","Finance,IT",FALSE,FALSE,SC,Male,FALSE,Ab repellendus facere nostrum sequi tempora quaerat quod. Perferendis maxime perferendis doloremque.
1032,Upkaar,Bhavsar,Delhi University,Mechanical Engineering,8.59,"3D Printing,AutoCAD,FEA","Pune,Delhi","IT,Manufacturing",FALSE,TRUE,OBC,Female,FALSE,Asperiores iste quam blanditiis.
1033,Aadi,Pandey,Pune University,Finance,9.2,"QuickBooks,Risk Analysis,Excel,Financial Modeling,Statistics","Mumbai,Pune","Manufacturing,Healthcare",FALSE,FALSE,ST,Male,TRUE,Rem voluptatem vero cumque recusandae repellat. Corporis est aperiam magni repudiandae. Minima cupiditate possimus aliquam dolorem dolor enim.
1034,Ekapad,Bawa,MIT,Computer Science,8.46,"C++,Java,Docker","Chennai,Hyderabad","Marketing,IT",TRUE,FALSE,SC,Male,FALSE,Animi repellat temporibus odit. Quod non mollitia beatae et quam. Reiciendis cupiditate et fugit.
1035,Simon,Kala,VIT,Computer Science,7.56,"Python,Docker,SQL,C++,Node.js,Java,React","Chennai,Delhi","Healthcare,IT",FALSE,FALSE,ST,Male,TRUE,Ea sed illum laborum perferendis doloremque quidem neque. Amet architecto sunt libero. Id iste non sequi necessitatibus soluta labore.
1036,Faqid,Chander,Pune University,Marketing,9.45,"Google Analytics,Social Media Marketing,SEO,Content Creation,Email Marketing","Hyderabad,Delhi","Finance,IT",FALSE,FALSE,ST,Female,FALSE,Et atque nostrum architecto totam. Consequuntur nisi ullam reprehenderit illum voluptatum molestias. Molestias minus iure quae dolorum. Vel eum illum consequatur occaecati aliquam ab quidem.
1037,Raghav,Chacko,Mumbai University,Finance,9.26,"QuickBooks,Financial Modeling,Statistics,Tally,Risk Analysis,Excel","Hyderabad,Mumbai","Finance,Healthcare",FALSE,FALSE,SC,Male,FALSE,Error accusamus nisi porro iste laboriosam. Omnis deserunt impedit atque. Sed accusamus totam suscipit nobis.
1038,Kashvi,Khare,Mumbai University,Finance,8.84,"Excel,QuickBooks,Statistics,Financial Modeling,Tally,Risk Analysis","Bangalore,Chennai","Marketing,IT",FALSE,TRUE,GEN,Female,TRUE,Eveniet ex in tempora laudantium quisquam cupiditate. Eius aliquid cupiditate animi. Explicabo voluptatibus assumenda nobis.
1039,Gunbir,Tank,Mumbai University,Computer Science,6.93,"React,Docker,Java,Python,SQL,C++","Mumbai,Hyderabad","Manufacturing,Marketing",TRUE,FALSE,SC,Female,FALSE,Ea similique omnis. Nam impedit eligendi placeat eveniet facilis.
1040,Aashi,Rajagopalan,VIT,Marketing,7.1,"Content Creation,Social Media Marketing,Email Marketing,SEO,Google Analytics","Mumbai,Chennai","Healthcare,Finance",FALSE,TRUE,ST,Male,FALSE,Dicta consequuntur accusamus tenetur quo.
1041,Odika,Arora,Pune University,Mechanical Engineering,8.63,"3D Printing,AutoCAD,Thermodynamics,FEA,MATLAB","Hyderabad,Delhi","Healthcare,Finance",FALSE,FALSE,GEN,Male,FALSE,Temporibus quos blanditiis consectetur ullam eum voluptatem commodi. Quidem labore quasi non dignissimos quo fugiat minima. Optio architecto minima libero sunt laudantium nisi.
1042,Charita,Samra,Delhi University,Marketing,8.25,"SEO,Social Media Marketing,Google Analytics,Content Creation","Hyderabad,Bangalore","Manufacturing,Healthcare",FALSE,TRUE,OBC,Female,FALSE,Voluptas dolorem possimus praesentium provident laborum facere. Perferendis odio aliquam tenetur. Aliquid non molestias possimus debitis dolore.
1043,Nidra,Kara,Delhi University,Computer Science,7.12,"Node.js,C++,SQL,Java,React,Docker,Python","Mumbai,Delhi","Healthcare,Finance",FALSE,FALSE,OBC,Female,FALSE,Voluptatibus ducimus dicta earum ullam non.
1044,Fariq,Sarma,Delhi University,Finance,6.8,"Financial Modeling,Tally,Excel","Pune,Hyderabad","Marketing,IT",TRUE,FALSE,SC,Female,FALSE,Facilis officiis deserunt commodi dignissimos ipsa reiciendis cupiditate. Repudiandae voluptates repudiandae perspiciatis recusandae officia dicta. Ipsam numquam enim debitis iure et voluptatem quasi. At error delectus id iste.
1045,Ira,Narayanan,Pune University,Marketing,7.93,"Google Analytics,SEO,Email Marketing,Social Media Marketing","Pune,Mumbai","IT,Finance",FALSE,FALSE,GEN,Male,FALSE,Fugit perspiciatis consectetur porro iure aut. Aut eaque architecto autem assumenda. Veniam earum ut molestias quae vitae harum.
1046,Yagnesh,Nadig,Delhi University,Marketing,7.11,"SEO,Content Creation,Email Marketing","Mumbai,Bangalore","Finance,Marketing",FALSE,FALSE,OBC,Male,FALSE,At ullam nemo a est consequuntur esse. Voluptas vel minus porro ducimus.
1047,Vasatika,Chokshi,MIT,Mechanical Engineering,9.09,"FEA,SolidWorks,Thermodynamics,3D Printing,AutoCAD,MATLAB","Hyderabad,Delhi","IT,Marketing",FALSE,FALSE,OBC,Male,FALSE,Animi veritatis dolorem deserunt mollitia debitis alias. Ut tenetur deleniti earum.
1048,Baljiwan,Soni,Delhi University,Marketing,7.44,"SEO,Email Marketing,Content Creation,Social Media Marketing,Google Analytics","Delhi,Hyderabad","Marketing,IT",FALSE,FALSE,GEN,Male,FALSE,Laboriosam optio unde reprehenderit. Excepturi harum beatae sequi. Alias quisquam cupiditate. Excepturi deleniti laboriosam animi repellat voluptates occaecati.
1049,George,Raju,Mumbai University,Finance,8.56,"Risk Analysis,Financial Modeling,Tally,Statistics,Excel","Pune,Chennai","Marketing,Healthcare",FALSE,FALSE,GEN,Male,FALSE,Animi minus distinctio quia natus odit. Distinctio ducimus iste sed fugiat nesciunt ipsa.
1050,Falak,Garde,Pune University,Mechanical Engineering,9.31,"MATLAB,Thermodynamics,AutoCAD,3D Printing","Pune,Chennai","Manufacturing,IT",FALSE,FALSE,SC,Male,FALSE,Vitae quia quas autem architecto maxime. Numquam ullam dignissimos asperiores ipsum velit aut culpa. Sunt quibusdam nobis alias.
1051,Chavvi,Gulati,Mumbai University,Computer Science,9.4,"Python,SQL,Docker,React,C++,Cloud Computing,Node.js,Java","Hyderabad,Delhi","Finance,IT",FALSE,FALSE,SC,Female,FALSE,Amet animi vitae.
1052,Yug,Kar,MIT,Marketing,7.61,"Email Marketing,SEO,Content Creation","Bangalore,Delhi","Marketing,Healthcare",FALSE,FALSE,GEN,Male,FALSE,Vero quae blanditiis voluptas commodi. Placeat nam aperiam voluptas soluta excepturi.
1053,Charan,Sahni,MIT,Computer Science,7.39,"SQL,Java,Docker,Cloud Computing,C++","Pune,Hyderabad","Manufacturing,Healthcare",TRUE,FALSE,SC,Female,FALSE,Perspiciatis nisi ullam vel voluptatem dolor. Similique explicabo corporis voluptas quae magni harum dolores. Et alias facere quidem at autem quis.
1054,Chatura,Pingle,Mumbai University,Mechanical Engineering,7.54,"3D Printing,AutoCAD,SolidWorks,FEA,MATLAB","Delhi,Chennai","Manufacturing,IT",TRUE,FALSE,OBC,Male,FALSE,Aliquam quam eum quaerat. Cum est cum culpa modi nihil. Ea veritatis dolorum laudantium ducimus provident laudantium. Hic esse doloribus voluptates veniam reiciendis vero est.
1055,Samesh,Dhawan,Pune University,Finance,8.08,"Risk Analysis,Excel,Tally","Chennai,Hyderabad","Healthcare,Finance",FALSE,FALSE,SC,Male,FALSE,Doloribus reiciendis commodi doloremque alias sit perspiciatis. Porro ducimus dolorem hic. Possimus atque quibusdam saepe perferendis.
1056,Om,Badal,Pune University,Marketing,6.67,"Email Marketing,Content Creation,Social Media Marketing","Chennai,Bangalore","Finance,IT",FALSE,FALSE,OBC,Female,FALSE,Provident eligendi repellat deleniti debitis non quaerat. Consectetur iste dolorem in laborum odit itaque. Veniam numquam dolore quaerat dolore alias veniam. Accusamus temporibus sit a deserunt exercitationem dignissimos.
1057,Tamanna,Trivedi,Delhi University,Marketing,7.04,"Google Analytics,Social Media Marketing,Email Marketing,SEO","Pune,Mumbai","IT,Finance",TRUE,FALSE,SC,Male,FALSE,Magni aliquam nisi dolorum et beatae.
1058,Yagnesh,Rau,Mumbai University,Marketing,6.67,"SEO,Social Media Marketing,Email Marketing,Content Creation,Google Analytics","Chennai,Delhi","Finance,Manufacturing",FALSE,FALSE,GEN,Female,FALSE,Nam consectetur nesciunt aspernatur deserunt iusto voluptatum.
1059,Chanakya,Gola,VIT,Mechanical Engineering,7.72,"SolidWorks,FEA,AutoCAD","Mumbai,Pune","Manufacturing,Healthcare",TRUE,FALSE,GEN,Female,FALSE,Modi nulla error sint ducimus itaque. Itaque sed necessitatibus corporis provident repellendus id. Aliquid nulla unde rem eaque optio quidem.
1060,Lajita,Biswas,Mumbai University,Marketing,8.19,"Social Media Marketing,Content Creation,Google Analytics","Bangalore,Pune","Marketing,Finance",TRUE,TRUE,GEN,Male,FALSE,Sit est sunt perferendis et. Eaque vitae ipsam impedit. Dolores nulla necessitatibus tempore dicta.
1061,Yutika,Pai,Pune University,Marketing,7.89,"Google Analytics,Social Media Marketing,Content Creation","Delhi,Bangalore","Marketing,Manufacturing",FALSE,FALSE,ST,Female,FALSE,Quisquam nemo cupiditate officia. Voluptatum iure odio fugit.
1062,Ridhi,Bhatti,Mumbai University,Marketing,6.95,"Google Analytics,Social Media Marketing,SEO,Content Creation,Email Marketing","Chennai,Hyderabad","IT,Finance",FALSE,FALSE,SC,Male,FALSE,Quaerat sit velit. Quidem inventore reprehenderit fugiat placeat totam. Maxime vero ipsam fugit quibusdam possimus non. Praesentium sint quos omnis enim at.
1063,Bhavika,Baral,VIT,Marketing,9.5,"Social Media Marketing,Google Analytics,SEO,Email Marketing","Delhi,Pune","Healthcare,Finance",FALSE,TRUE,GEN,Female,FALSE,Animi ullam fugiat voluptas. Laudantium molestias repellendus adipisci alias nam aperiam. Magni praesentium accusamus.
1064,Turvi,Mahajan,VIT,Mechanical Engineering,9.72,"3D Printing,FEA,MATLAB","Hyderabad,Mumbai","Manufacturing,Marketing",FALSE,FALSE,GEN,Female,FALSE,Sint unde nobis adipisci odio repellat.
1065,Rachit,Mane,MIT,Computer Science,7.69,"C++,Node.js,SQL,Python,Java,Cloud Computing","Bangalore,Hyderabad","Marketing,Healthcare",TRUE,FALSE,SC,Female,FALSE,Totam ipsa recusandae atque consectetur reiciendis doloremque. Illum blanditiis eum id. Illum voluptatum omnis. Quasi iure laboriosam.
1066,Advaith,Lal,MIT,Finance,8.96,"QuickBooks,Risk Analysis,Tally,Statistics,Excel,Financial Modeling","Chennai,Pune","IT,Finance",FALSE,FALSE,GEN,Male,FALSE,Ea maiores error. Deleniti porro nesciunt consectetur. Eligendi quos labore. Explicabo accusamus ab eos.
1067,Orinder,Bali,Delhi University,Finance,8.98,"Statistics,Excel,Tally","Delhi,Hyderabad","Marketing,Manufacturing",FALSE,FALSE,ST,Female,FALSE,Ut incidunt cumque perspiciatis unde nemo corrupti. Eaque esse eius iste alias ipsa.
1068,David,Yohannan,Pune University,Marketing,7.04,"Email Marketing,Social Media Marketing,SEO,Google Analytics,Content Creation","Delhi,Chennai","Healthcare,Finance",TRUE,FALSE,SC,Female,FALSE,Dolore laborum harum doloremque minus voluptates ad. Ex deleniti numquam facere.
1069,Aarini,Ben,Delhi University,Marketing,9.14,"Email Marketing,Content Creation,Social Media Marketing","Pune,Hyderabad","Healthcare,Marketing",TRUE,FALSE,GEN,Male,FALSE,Sint perspiciatis vel qui. Corporis maxime iusto. Vero laudantium expedita quas necessitatibus nihil. Voluptates nostrum perspiciatis debitis modi dolores.
1070,Daniel,Dhawan,Mumbai University,Finance,9.13,"Tally,QuickBooks,Statistics,Risk Analysis,Excel","Bangalore,Pune","Marketing,IT",FALSE,FALSE,OBC,Female,TRUE,Ea nostrum natus quo. Error iure reprehenderit vitae quidem veniam et. Distinctio tempora ut aliquid laudantium corrupti.
1071,Zayyan,Madan,Delhi University,Computer Science,9.64,"C++,React,SQL,Docker,Cloud Computing,Node.js,Python","Pune,Chennai","Healthcare,Finance",FALSE,FALSE,SC,Female,FALSE,Quo blanditiis molestiae ipsam iure. Reprehenderit ullam minima hic commodi molestias vel. Esse voluptatum cum asperiores quidem laborum.
1072,Adya,Dara,Pune University,Marketing,9.37,"Email Marketing,Content Creation,SEO,Social Media Marketing,Google Analytics","Bangalore,Delhi","IT,Marketing",FALSE,FALSE,SC,Male,FALSE,Adipisci nulla earum quod ab. Tempore nisi ratione possimus consequuntur maxime quibusdam dolorem.
1073,Sachi,Nair,Pune University,Computer Science,7.35,"React,Cloud Computing,Python,C++","Pune,Delhi","Finance,Manufacturing",FALSE,FALSE,GEN,Female,FALSE,Cum corporis nesciunt quod eaque praesentium quas harum.
1074,Rajeshri,Magar,MIT,Computer Science,7.79,"Python,Node.js,Docker","Hyderabad,Mumbai","Healthcare,Marketing",FALSE,TRUE,OBC,Female,FALSE,Repellendus illo ratione nulla minima quis. Unde veniam perspiciatis fuga vitae dicta. Similique dolorem fugit totam officiis accusantium.
1075,Vedhika,Char,Delhi University,Finance,7.33,"Financial Modeling,QuickBooks,Statistics,Risk Analysis","Pune,Hyderabad","Manufacturing,IT",FALSE,FALSE,SC,Male,FALSE,Rem nam earum. Nemo quae ipsum id excepturi harum. Expedita facere possimus nihil. Recusandae dolores magnam enim maiores.
1076,Yash,Singh,VIT,Marketing,9.74,"Social Media Marketing,Google Analytics,SEO,Email Marketing","Bangalore,Pune","IT,Marketing",FALSE,FALSE,GEN,Female,FALSE,Atque iste quibusdam magni.
1077,Aahana,Dass,VIT,Mechanical Engineering,8,"FEA,SolidWorks,AutoCAD","Hyderabad,Mumbai","IT,Manufacturing",FALSE,FALSE,OBC,Female,FALSE,Voluptatibus facilis soluta fugiat molestiae blanditiis provident. Facilis doloremque sed fuga exercitationem.
1078,Aishani,Maharaj,MIT,Mechanical Engineering,7.26,"MATLAB,SolidWorks,FEA","Hyderabad,Delhi","IT,Finance",FALSE,FALSE,SC,Female,FALSE,Inventore ex sed pariatur ab temporibus totam quidem. Blanditiis eveniet maiores veritatis.
1079,Omkaar,Sarkar,Pune University,Marketing,8.3,"Content Creation,Google Analytics,Email Marketing,Social Media Marketing,SEO","Delhi,Mumbai","Manufacturing,IT",FALSE,FALSE,SC,Male,FALSE,Ea non quae error. Saepe quas nesciunt quidem et vero optio. Rem eligendi earum recusandae laudantium.
1080,Adweta,Rama,Mumbai University,Marketing,9.44,"Content Creation,Social Media Marketing,Google Analytics,Email Marketing,SEO","Chennai,Delhi","IT,Finance",FALSE,FALSE,SC,Male,FALSE,Deleniti possimus quidem assumenda rem tempora atque. Consequatur ipsam mollitia modi exercitationem beatae.
1081,Keya,Mane,Delhi University,Marketing,7.37,"Social Media Marketing,Email Marketing,Google Analytics","Bangalore,Delhi","Healthcare,Marketing",FALSE,TRUE,ST,Female,FALSE,Recusandae eius nulla doloribus ea occaecati tempore. Minus asperiores laudantium esse iusto aliquid consectetur. Laborum eius architecto quidem libero. Minus facere illum sapiente ipsum.
1082,Vaishnavi,Ram,Pune University,Computer Science,6.51,"Node.js,Cloud Computing,React","Hyderabad,Delhi","Marketing,Healthcare",FALSE,FALSE,ST,Female,FALSE,Similique atque minus quisquam cum vero.
1083,Anamika,Dave,MIT,Mechanical Engineering,8.79,"FEA,MATLAB,3D Printing","Hyderabad,Mumbai","Healthcare,Finance",FALSE,FALSE,ST,Female,FALSE,Assumenda facilis maiores libero in. Sint veritatis aliquid. Dolore dicta nam itaque assumenda in.
1084,Anika,Baria,Delhi University,Computer Science,6.9,"Python,React,Node.js,Docker,SQL","Bangalore,Delhi","Manufacturing,Healthcare",FALSE,FALSE,OBC,Male,FALSE,Pariatur excepturi explicabo laudantium. Fugiat quo odit voluptas culpa voluptas dolore. Cum harum delectus occaecati quaerat aliquam quidem.
1085,Yauvani,Narasimhan,Delhi University,Finance,7.67,"QuickBooks,Statistics,Excel,Risk Analysis,Tally,Financial Modeling","Delhi,Chennai","Manufacturing,IT",FALSE,FALSE,ST,Female,FALSE,Blanditiis magni reiciendis quae dolorem excepturi.
1086,Vasana,Mishra,Mumbai University,Finance,6.66,"Excel,QuickBooks,Tally,Financial Modeling","Mumbai,Chennai","Marketing,Healthcare",FALSE,FALSE,SC,Female,FALSE,Necessitatibus laboriosam ab illo accusantium aliquid aliquam. Vel exercitationem voluptas modi. Iste veritatis cupiditate accusantium.
1087,Rajeshri,Borde,VIT,Mechanical Engineering,8.83,"MATLAB,AutoCAD,FEA","Delhi,Bangalore","Marketing,Healthcare",FALSE,FALSE,ST,Male,FALSE,Qui atque quos ex. Atque est ad veniam necessitatibus commodi corrupti.
1088,Aradhana,Khosla,Pune University,Computer Science,8.34,"C++,Docker,Java,Cloud Computing,Node.js,Python,SQL","Delhi,Pune","Marketing,Manufacturing",FALSE,FALSE,OBC,Female,FALSE,Voluptates maxime commodi aliquam. Soluta rerum impedit libero expedita ut id molestiae. Earum animi voluptatem distinctio ea.
1089,Lohit,Dani,Pune University,Mechanical Engineering,6.59,"3D Printing,AutoCAD,Thermodynamics","Pune,Delhi","Marketing,Healthcare",FALSE,FALSE,ST,Male,FALSE,Soluta laudantium distinctio expedita dolorem. Possimus magnam eveniet et dolorum. Hic cumque corrupti dolor architecto a.
1090,Bhavani,Butala,Mumbai University,Mechanical Engineering,9.56,"Thermodynamics,AutoCAD,FEA,SolidWorks,MATLAB,3D Printing","Pune,Bangalore","Finance,Marketing",TRUE,FALSE,GEN,Male,FALSE,Error quidem aperiam dicta neque. Molestias deleniti laborum. Distinctio culpa voluptatibus eveniet enim repellat. Quos quibusdam et modi non ab autem.
1091,Raksha,Sabharwal,Mumbai University,Computer Science,8.73,"SQL,C++,Node.js,Docker,Java,Cloud Computing","Hyderabad,Pune","Finance,Healthcare",FALSE,FALSE,SC,Female,FALSE,Odio debitis repudiandae saepe delectus suscipit. Adipisci quasi eius reiciendis ipsum at.
1092,Faqid,Lanka,Mumbai University,Mechanical Engineering,7.27,"Thermodynamics,FEA,AutoCAD,MATLAB,SolidWorks,3D Printing","Delhi,Chennai","Marketing,Finance",FALSE,FALSE,OBC,Female,FALSE,Aliquid consectetur repellendus labore. Laudantium iste distinctio error vitae.
